Title,Company,Description,ContractType,Skills
Data Analyst,Data Driven,Work on data integration and ETL processes to ensure data quality.,Freelance,Node.js - Data Mining - Oracle - R
SWIFT Developer,Data Masters,Implement data governance frameworks and ensure compliance with data regulations.,Freelance,NoSQL - Data Architecture - Spark - Node.js
Cloud System Integrator,Future Data,Provide technical expertise in data analysis and business intelligence.,Freelance,Pandas - Data Governance - Java
QA Tester,Data Driven,Work on data integration and ETL processes to ensure data quality.,Freelance,AWS - Tableau - Data Governance - Power BI - React
Cloud Data Engineer,Data Engineers United,Leading the development of machine learning models to optimize business processes.,CDD,NoSQL - Big Data - R
Data Architect,Big Data Services,Develop and deploy machine learning algorithms to solve complex problems.,Freelance,SQL Server - Kubernetes - SQL - AWS - React
Sales Manager,DataCorp,Implement data governance frameworks and ensure compliance with data regulations.,Stage,React - R - AWS
Big Data Engineer,AI Pioneers,Work on data integration and ETL processes to ensure data quality.,Statutaire,Python - Data Mining - Numpy - Node.js - Java
Data Architect,Data Engineers United,Leading the development of machine learning models to optimize business processes.,Statutaire,Numpy - Machine Learning - Keras - Deep Learning
Data Scientist,Tech Innovators,Provide technical expertise in data analysis and business intelligence.,Statutaire,React - Business Intelligence - Power BI - Data Visualization - JavaScript
AWS Cloud Architect,AFRICASHORE,Develop scalable and secure cloud-based data solutions.,CDI,Machine Learning - Spark - Azure - Hadoop
Data Governance Lead,Future Data,Develop and deploy machine learning algorithms to solve complex problems.,Stage,Pig - SQL - Data Mining - Data Governance - Kubernetes
Cloud System Integrator,Data Analytics Co.,Provide technical expertise in data analysis and business intelligence.,Freelance,Keras - Numpy - Deep Learning - GCP - Hive
Cloud Engineer,AFRICASHORE,Collaborate with stakeholders to implement data-driven strategies.,CDI,Java - Power BI - Kubernetes - GCP
Data Consultant,Data Analytics Co.,Develop scalable and secure cloud-based data solutions.,CDI,Data Visualization - Deep Learning - R
Data Consultant,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Responsible for analyzing complex datasets to derive meaningful insights.,CDI,Kubernetes - Pandas - Scikit-learn - NoSQL - Cloud Computing
Database Administrator,Future Data,Implement data governance frameworks and ensure compliance with data regulations.,Freelance,Hadoop - Tableau - Data Architecture
QA Tester,Data Masters,Leading the development of machine learning models to optimize business processes.,Stage,Keras - Docker - Deep Learning - SQL - Kubernetes
AWS Cloud Architect,Tech Solutions,Collaborate with stakeholders to implement data-driven strategies.,CDD,GCP - Node.js - Hive - Business Intelligence - AWS
Chef de Département,AFRICASHORE,Design and maintain data architectures and pipelines for large scale data processing.,Freelance,Hadoop - Business Intelligence - Pig
Big Data Engineer,AFRICASHORE,Implement data governance frameworks and ensure compliance with data regulations.,CDI,Hadoop - Node.js - Data Governance
Cyber Security Engineer,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Develop scalable and secure cloud-based data solutions.,Statutaire,AWS - R - Data Architecture - Hive
AWS Cloud Architect,Big Data Services,Provide technical expertise in data analysis and business intelligence.,CDD,Data Architecture - Data Governance - Kubernetes - Scikit-learn
Sales Manager,Tech Solutions,Develop and deploy machine learning algorithms to solve complex problems.,CDD,Azure - Spark - Cloud Computing - Oracle
Consultant SAP,AI Pioneers,Develop and deploy machine learning algorithms to solve complex problems.,CDD,Hadoop - SQL - Java
QA Tester,Data Analytics Co.,Responsible for analyzing complex datasets to derive meaningful insights.,Freelance,Numpy - Python - Pandas
Machine Learning Engineer,AMENTYS,Responsible for analyzing complex datasets to derive meaningful insights.,Freelance,Pig - Deep Learning - AWS
QA Tester,AI Pioneers,Provide technical expertise in data analysis and business intelligence.,Freelance,Power BI - R - React - Data Architecture - NoSQL
Business Intelligence Analyst,Cloud Innovators,Work on data integration and ETL processes to ensure data quality.,CDI,Business Intelligence - Docker - SQL Server
REACT Developer,AI Pioneers,Implement data governance frameworks and ensure compliance with data regulations.,Stage,Data Visualization - Pandas - Hadoop - Scikit-learn - Data Architecture
AI Specialist,AMENTYS,Collaborate with stakeholders to implement data-driven strategies.,Stage,Machine Learning - React - Azure - Tableau
REACT Developer,Big Data Services,Develop scalable and secure cloud-based data solutions.,Stage,Hadoop - Python - TensorFlow - Data Mining
Cyber Security Engineer,Cloud Innovators,Implement data governance frameworks and ensure compliance with data regulations.,CDI,SQL - TensorFlow - Azure - AWS - Data Architecture
Cloud Engineer,AI Pioneers,Collaborate with stakeholders to implement data-driven strategies.,Statutaire,JavaScript - Java - SQL Server - TensorFlow - AWS
Business Intelligence Analyst,Data Masters,Leading the development of machine learning models to optimize business processes.,CDD,Numpy - Data Visualization - Data Governance - Hadoop
Cloud System Administrator,Tech Solutions,Collaborate with stakeholders to implement data-driven strategies.,CDI,Cloud Computing - Business Intelligence - Java - Docker - Hive
AI Specialist,Data Masters,Leading the development of machine learning models to optimize business processes.,Statutaire,Power BI - Business Intelligence - Deep Learning
Cyber Security Engineer,AFRICASHORE,Implement data governance frameworks and ensure compliance with data regulations.,Statutaire,Cloud Computing - NoSQL - Big Data - Data Mining
Cloud System Administrator,DataCorp,Provide technical expertise in data analysis and business intelligence.,CDI,SQL - Power BI - GCP - Data Governance
Database Administrator,HRS HOSPITALITY & RETAIL SYSTEMS,Develop and deploy machine learning algorithms to solve complex problems.,CDD,Big Data - Business Intelligence - TensorFlow
Database Administrator,Future Data,Responsible for analyzing complex datasets to derive meaningful insights.,Freelance,Kubernetes - Oracle - Spark
Cloud System Administrator,Big Data Services,Develop scalable and secure cloud-based data solutions.,Statutaire,Spark - Python - Scikit-learn - SQL Server - Numpy
JAVASCRIPT Developer,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Develop scalable and secure cloud-based data solutions.,CDD,Oracle - Power BI - R
PHP Developer,Tech Solutions,Work on data integration and ETL processes to ensure data quality.,Freelance,Data Governance - SQL - Keras
Network Architect,Tech Innovators,Provide technical expertise in data analysis and business intelligence.,Stage,Pig - Kubernetes - Data Visualization - Tableau
Cloud System Administrator,HRS HOSPITALITY & RETAIL SYSTEMS,Responsible for analyzing complex datasets to derive meaningful insights.,CDD,Docker - Node.js - Machine Learning
Consultant SAP,Future Data,Manage data warehouses and optimize query performance.,Stage,Oracle - Hadoop - Scikit-learn
Développeur Python,Data Driven,Implement data governance frameworks and ensure compliance with data regulations.,Stage,Hive - Docker - Keras
Sales Manager,Data Masters,Manage data warehouses and optimize query performance.,Stage,Tableau - Numpy - SQL Server - Spark - NoSQL
NODE.JS Developer,Machine Learning Labs,Develop and deploy machine learning algorithms to solve complex problems.,Freelance,Oracle - Data Visualization - Spark - Node.js - Big Data
REACT Developer,Future Data,Work on data integration and ETL processes to ensure data quality.,CDD,Hadoop - SQL - Data Architecture - Data Mining
NODE.JS Developer,Big Data Services,Design and maintain data architectures and pipelines for large scale data processing.,Statutaire,Java - Docker - GCP
Data Scientist,Big Data Services,Provide technical expertise in data analysis and business intelligence.,Stage,Data Visualization - Spark - Pig
SWIFT Developer,AI Pioneers,Design and maintain data architectures and pipelines for large scale data processing.,Freelance,TensorFlow - React - Docker - Power BI - Spark
Data Consultant,Data Driven,Develop and deploy machine learning algorithms to solve complex problems.,Stage,Kubernetes - Numpy - Node.js
Machine Learning Engineer,AI Pioneers,Design and maintain data architectures and pipelines for large scale data processing.,Statutaire,Cloud Computing - SQL Server - NoSQL
Big Data Engineer,Tech Solutions,Work on data integration and ETL processes to ensure data quality.,CDI,SQL - Tableau - Hive - Docker
Cloud System Administrator,AMENTYS,Design and maintain data architectures and pipelines for large scale data processing.,Stage,React - SQL Server - Data Mining
Développeur Python,Cloud Innovators,Develop and deploy machine learning algorithms to solve complex problems.,Freelance,Data Visualization - Java - Big Data - React - Kubernetes
AZURE Solutions Architect,Machine Learning Labs,Develop and deploy machine learning algorithms to solve complex problems.,Statutaire,Deep Learning - Kubernetes - Data Governance - Keras
NODE.JS Developer,Data Driven,Develop scalable and secure cloud-based data solutions.,CDD,TensorFlow - Data Visualization - SQL Server - Deep Learning - React
Data Governance Lead,Future Data,Responsible for analyzing complex datasets to derive meaningful insights.,Freelance,Numpy - GCP - Java
Business Intelligence Analyst,Cloud Innovators,Manage data warehouses and optimize query performance.,Stage,Data Visualization - SQL - Numpy - Deep Learning
PHP Developer,Data Driven,Implement data governance frameworks and ensure compliance with data regulations.,Stage,Pandas - Deep Learning - Data Governance - Data Mining - Tableau
Business Intelligence Analyst,AI Pioneers,Collaborate with stakeholders to implement data-driven strategies.,Statutaire,Java - Business Intelligence - GCP
Cloud Data Engineer,Tech Solutions,Design and maintain data architectures and pipelines for large scale data processing.,Statutaire,Python - Pandas - GCP - Deep Learning
REACT Developer,Data Masters,Leading the development of machine learning models to optimize business processes.,CDI,GCP - R - Java
Machine Learning Engineer,AMENTYS,Collaborate with stakeholders to implement data-driven strategies.,CDD,Big Data - GCP - Java - Keras - NoSQL
SWIFT Developer,Data Driven,Work on data integration and ETL processes to ensure data quality.,CDI,TensorFlow - Tableau - Pig - Power BI
NODE.JS Developer,Data Driven,Implement data governance frameworks and ensure compliance with data regulations.,Statutaire,Hive - Pig - Big Data - Scikit-learn - Tableau
JAVASCRIPT Developer,AFRICAN TAX ADMINISTRATION FORUM (ATAF),Provide technical expertise in data analysis and business intelligence.,Freelance,Oracle - Deep Learning - Scikit-learn - Data Architecture - AWS
Machine Learning Engineer,Tech Solutions,Implement data governance frameworks and ensure compliance with data regulations.,CDI,SQL Server - AWS - Big Data
Sales Manager,Cloud Innovators,Develop and deploy machine learning algorithms to solve complex problems.,Stage,TensorFlow - R - Scikit-learn
Database Administrator,Data Masters,Collaborate with stakeholders to implement data-driven strategies.,CDI,R - Pig - GCP - Big Data
Database Administrator,Machine Learning Labs,Collaborate with stakeholders to implement data-driven strategies.,Stage,Big Data - Business Intelligence - Oracle - Machine Learning - Azure
